Absolute Time,PosXLeft,PosYLeft,R2_continuous,select ,alpha_VSP1,Current Mode ,omega_VSP1,u_BT,u_VSP1,f_bt,f_vspx,f_vspy,tau_x,tau_y,tau_yaw
3568703463.467716,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.300000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000
3568703463.477712,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.300000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000
3568703463.487712,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.300000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000
3568703463.497713,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.300000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000
3568703463.507713,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.300000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000
3568703463.517715,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.300000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000
3568703463.527715,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.300000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000
3568703463.537713,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.300000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000
3568703463.547714,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.300000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000
3568703463.557713,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.300000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000
3568703463.567713,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.300000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000
