PosXLeft,PosYLeft,R2_continuous,select ,alpha_VSP1,omega_VSP1,Select ,u_BT,u_VSP1,Absolute Time
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.399760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.409760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.419759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.429760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.439762
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.449760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.459752
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.469760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.479761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.489759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.499761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.509759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.519760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.529761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.539760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.549759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.559751
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.569760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.579761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.589759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.599760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.609759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.619761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.629762
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.639761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.649760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.659751
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.669758
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.679763
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.689759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.699759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.709761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.719760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.729761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.739763
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.749760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.759751
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.769760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.779761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.789759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.799761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.809759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.819760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.829762
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.839760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.849761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.859751
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.869759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.879761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.889761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.899759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.909759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.919761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.929760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.939760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.949760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.959753
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.969761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.979763
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.989760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634342.999759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.009761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.019759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.029760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.039762
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.049759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.059752
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.069760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.079761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.089762
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.099763
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.109759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.119760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.129762
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.139760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.149760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.159751
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.169759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.179762
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.189761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.199760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.209759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.219762
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.229761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.239760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.249762
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.259751
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.269760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.279762
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.289759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.299759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.309762
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.319760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.329760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.339763
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.349760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.359751
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.369761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.379761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.389760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.399762
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.409759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.419760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.429762
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.439759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.449760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.459752
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.469759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.479763
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.489762
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.499759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.509759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.519762
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.529762
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.539760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.549760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.559751
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.569760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.579763
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.589760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.599760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.609761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.619759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.629761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.639761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.649759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.659751
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.669761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.679761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.689759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.699762
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.709760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.719760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.729762
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.739759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.749759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.759751
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.769759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.779761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.789761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.799759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.809761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.819762
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.829761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.839759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.849763
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.859751
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.869760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.879763
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.889759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.899759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.909761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.919759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.929760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.939762
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.949759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.959751
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.969762
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.979762
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.989759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634343.999761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.009759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.019759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.029762
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.039764
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.049760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.059752
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.069759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.079761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.089762
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.099759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.109759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.119762
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.129760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.139760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.149762
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.159751
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.169760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.179763
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.189758
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.199759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.209760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.219759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.229761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.239762
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.249760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.259751
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.269761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.279760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.289760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.299762
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.309759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.319761
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.329762
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.339759
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.349760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.359751
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.369760
0.000000,0.000000,-1.000000,0.000000,NaN,0.300000,2.000000,0.000000,0.000000,3568634344.379762
